index	chrom	start	end	strand	contains_unk	Adipose|ATAC|None	Adipose|E10|None	Adipose|E11|None	Adipose|E12|None	Adipose|E13|None	Adipose|E14|None	Adipose|E15|None	Adipose|E1|None	Adipose|E2|None	Adipose|E3|None
2122	chr9	126800890	126800891	.	False	3.24e-02	1.15e-01	9.32e-03	1.55e-03	5.76e-02	1.93e-01	6.17e-01	5.42e-04	2.24e-03	1.71e-03
2123	chr9	131768834	131768835	.	False	1.53e-02	1.34e-02	5.63e-03	2.69e-03	7.92e-02	2.36e-01	3.37e-01	1.75e-03	2.45e-02	9.32e-04
2124	chr1	238705547	238705548	.	False	6.60e-01	6.69e-03	2.08e-01	1.32e-02	1.26e-01	1.36e-02	2.50e-02	1.99e-03	3.92e-04	6.08e-02
2125	chr9	118884081	118884082	.	False	2.29e-01	5.33e-02	1.79e-01	4.23e-03	9.72e-02	1.24e-01	4.07e-01	2.22e-03	2.75e-03	1.21e-02
2126	chr9	128168436	128168437	.	False	5.46e-02	1.77e-02	3.75e-02	5.62e-04	3.86e-02	2.63e-01	7.08e-01	2.36e-04	4.11e-04	3.77e-04
2127	chr1	222914839	222914840	.	False	4.92e-03	2.65e-02	2.68e-03	6.16e-04	4.37e-02	1.85e-01	6.82e-01	4.80e-04	1.84e-03	4.47e-04
2128	chr1	218116480	218116481	.	False	1.28e-02	1.89e-01	2.02e-03	5.50e-03	3.73e-02	7.72e-02	4.19e-01	2.35e-03	3.79e-02	3.65e-03
2129	chr1	228431773	228431774	.	False	5.43e-02	8.67e-02	2.62e-02	8.57e-04	2.15e-02	1.26e-01	7.45e-01	1.18e-03	2.23e-03	2.57e-03
2130	chr9	122325064	122325065	.	False	2.75e-03	8.80e-02	1.20e-03	6.53e-04	9.38e-03	3.05e-02	7.47e-01	5.02e-04	4.68e-02	5.41e-04
2131	chr1	253533013	253533014	.	False	4.46e-01	5.56e-02	1.88e-01	1.64e-02	9.63e-02	4.70e-02	1.46e-01	4.55e-03	2.28e-03	7.18e-02
2132	chr9	120259760	120259761	.	False	5.38e-03	3.21e-02	1.72e-03	2.38e-04	9.80e-03	8.08e-02	8.54e-01	1.68e-04	1.15e-03	2.76e-04
2133	chr1	202082255	202082256	.	False	1.96e-02	6.57e-02	6.13e-03	6.51e-04	2.79e-02	1.22e-01	7.81e-01	8.31e-04	3.89e-03	1.84e-03
2134	chr1	197212735	197212736	.	False	2.11e-03	7.18e-03	6.19e-04	2.04e-04	9.01e-03	6.91e-02	9.09e-01	2.91e-04	2.40e-03	8.63e-05
2135	chr1	226223569	226223570	.	False	3.11e-02	2.70e-02	7.56e-03	1.20e-04	1.44e-02	1.71e-01	7.74e-01	8.68e-05	2.40e-04	8.42e-05
2136	chr1	222048332	222048333	.	False	6.90e-02	6.81e-02	5.35e-02	3.28e-03	1.05e-01	2.13e-01	4.45e-01	1.31e-03	2.21e-03	7.43e-03
2137	chr9	129354089	129354090	.	False	8.17e-04	9.23e-03	6.06e-04	3.66e-04	1.47e-02	8.10e-02	8.39e-01	1.75e-04	3.29e-03	8.85e-05
2138	chr1	218189457	218189458	.	False	5.94e-02	1.45e-01	9.46e-03	6.78e-04	9.23e-03	6.75e-02	7.02e-01	7.44e-04	2.43e-03	3.18e-03
2139	chr5	19321374	19321375	.	False	4.39e-02	5.65e-02	5.38e-02	3.11e-03	1.23e-01	2.37e-01	4.79e-01	8.87e-04	1.67e-03	3.34e-03
2140	chr9	126811443	126811444	.	False	1.35e-01	2.55e-02	9.24e-02	2.84e-03	1.52e-01	2.39e-01	4.49e-01	7.41e-04	1.10e-03	2.66e-03
2141	chr1	242972733	242972734	.	False	1.33e-01	5.43e-02	3.00e-02	4.68e-03	6.95e-02	2.07e-01	5.24e-01	1.95e-03	2.19e-03	8.51e-03
2142	chr1	209870827	209870828	.	False	2.53e-03	1.27e-02	9.73e-04	1.76e-04	1.30e-02	8.60e-02	8.77e-01	1.04e-04	5.39e-04	9.98e-05
2143	chr9	123999960	123999961	.	False	9.39e-02	3.91e-02	9.90e-02	2.00e-03	6.82e-02	2.24e-01	6.10e-01	7.87e-04	1.09e-03	2.55e-03
2144	chr1	237667305	237667306	.	False	2.84e-03	2.00e-02	6.37e-04	9.11e-05	3.74e-03	5.61e-02	8.95e-01	1.08e-04	1.01e-03	9.46e-05
2145	chr9	132548293	132548294	.	False	2.93e-01	6.62e-02	2.49e-01	3.73e-03	8.83e-02	7.73e-02	1.15e-01	2.01e-03	8.26e-04	1.40e-02
2146	chr1	245359222	245359223	.	False	5.83e-03	4.86e-02	1.99e-03	1.59e-04	7.42e-03	7.54e-02	8.30e-01	3.09e-04	2.99e-03	1.82e-04
2147	chr1	221450841	221450842	.	False	1.15e-02	3.15e-02	2.52e-03	4.38e-05	5.53e-03	7.20e-02	8.94e-01	4.28e-05	1.99e-04	2.94e-05
2148	chr1	268860793	268860794	.	False	5.65e-01	4.28e-03	2.19e-01	1.40e-01	1.82e-01	5.65e-03	2.32e-02	1.63e-02	2.52e-03	1.14e-01
2149	chr9	124894303	124894304	.	False	7.77e-02	4.68e-02	2.98e-02	3.01e-03	6.03e-02	1.31e-01	5.97e-01	2.04e-03	2.61e-03	4.65e-03
2150	chr9	117430189	117430190	.	False	5.95e-01	3.51e-03	3.27e-01	1.73e-02	9.44e-02	1.62e-02	4.47e-02	5.78e-03	6.74e-04	5.57e-02
2151	chr1	232687908	232687909	.	False	1.04e-02	8.96e-02	2.48e-03	3.54e-04	8.40e-03	5.16e-02	7.94e-01	2.67e-04	1.27e-03	1.12e-03
2152	chr1	242780924	242780925	.	False	6.38e-02	6.49e-02	2.82e-02	2.20e-03	1.19e-01	2.48e-01	3.59e-01	5.32e-03	7.75e-03	9.33e-03
2153	chr1	198017829	198017830	.	False	2.97e-04	1.67e-03	4.05e-05	2.18e-05	5.65e-04	1.20e-02	9.85e-01	3.19e-05	6.99e-04	7.97e-06
2154	chr1	237783157	237783158	.	False	6.17e-01	1.19e-02	7.63e-02	1.17e-01	5.27e-02	2.69e-02	3.63e-02	1.93e-01	1.13e-02	2.36e-01
2155	chr1	250569751	250569752	.	False	9.02e-03	2.97e-02	3.32e-03	8.62e-04	3.88e-02	2.22e-01	6.58e-01	4.21e-04	1.37e-03	3.33e-04
2156	chr1	219838918	219838919	.	False	7.04e-02	2.74e-02	2.52e-02	5.31e-04	4.42e-02	2.67e-01	6.48e-01	3.81e-04	5.17e-04	4.91e-04
2157	chr9	114266195	114266196	.	False	1.99e-03	3.70e-02	7.22e-04	2.77e-04	6.10e-03	4.25e-02	9.05e-01	3.19e-04	2.97e-03	3.77e-04
2158	chr9	67227120	67227121	.	False	2.84e-01	8.03e-03	5.73e-01	6.55e-04	8.59e-02	1.17e-01	2.23e-01	1.74e-04	2.21e-04	2.06e-03
2159	chr1	264615309	264615310	.	False	1.54e-01	6.74e-02	7.37e-02	1.96e-03	3.91e-02	1.06e-01	5.30e-01	2.26e-03	2.98e-03	2.74e-02
2160	chr1	262274133	262274134	.	False	2.83e-01	2.61e-02	2.34e-01	3.36e-03	2.03e-01	2.06e-01	2.49e-01	6.04e-04	5.02e-04	3.13e-03
2161	chr9	117314408	117314409	.	False	4.22e-03	1.08e-01	1.27e-03	1.44e-03	1.63e-02	5.22e-02	6.74e-01	6.92e-04	1.36e-02	2.05e-03
2162	chr1	234255999	234256000	.	False	5.19e-03	1.44e-02	1.83e-03	4.58e-04	2.09e-02	1.94e-01	7.05e-01	3.04e-04	1.38e-03	2.13e-04
2163	chr1	266726924	266726925	.	False	3.28e-01	1.50e-02	3.16e-01	6.72e-03	3.08e-01	1.14e-01	7.87e-02	5.80e-04	4.03e-04	4.42e-03
2164	chr1	232211520	232211521	.	False	4.00e-03	4.74e-02	2.22e-03	3.12e-04	1.46e-02	7.21e-02	7.33e-01	4.43e-04	6.22e-03	3.04e-04
2165	chr1	233013211	233013212	.	False	1.33e-02	5.47e-02	4.32e-03	5.98e-04	2.33e-02	1.02e-01	8.12e-01	4.67e-04	1.37e-03	7.22e-04
2166	chr1	232558305	232558306	.	False	8.94e-02	9.89e-02	2.54e-02	1.40e-03	2.85e-02	1.06e-01	6.08e-01	9.91e-04	2.04e-03	8.49e-03
2167	chr9	64815193	64815194	.	False	4.31e-01	9.66e-03	3.85e-01	1.86e-02	1.96e-01	2.37e-02	3.30e-02	2.96e-03	8.88e-04	4.70e-02
2168	chr1	216985802	216985803	.	False	3.13e-03	6.02e-02	1.13e-03	1.89e-04	3.61e-03	3.75e-02	8.87e-01	3.70e-04	1.80e-03	1.59e-04
2169	chr1	202258778	202258779	.	False	9.97e-01	6.07e-06	1.66e-03	4.95e-03	1.88e-04	8.44e-05	1.97e-03	8.74e-01	7.35e-04	2.15e-02
2170	chr9	128555704	128555705	.	False	3.42e-03	3.04e-02	5.48e-04	1.63e-04	3.43e-03	6.09e-02	8.87e-01	1.99e-04	3.66e-03	1.27e-04
2171	chr1	199229296	199229297	.	False	4.38e-02	2.97e-02	1.99e-02	5.34e-04	3.77e-02	1.97e-01	6.74e-01	2.65e-04	5.23e-04	3.52e-04
2172	chr9	128681722	128681723	.	False	1.05e-01	1.69e-01	1.52e-02	4.04e-03	6.17e-02	1.82e-01	3.40e-01	7.07e-03	2.99e-02	3.13e-03
2173	chr9	127285688	127285689	.	False	1.04e-03	9.85e-03	7.52e-04	1.28e-04	5.82e-03	8.63e-02	9.03e-01	8.46e-05	4.81e-04	7.09e-05
2174	chr1	206507863	206507864	.	False	1.13e-01	1.20e-01	1.10e-01	2.69e-03	4.48e-02	9.77e-02	3.08e-01	2.46e-03	3.01e-03	2.75e-02
2175	chr1	197451112	197451113	.	False	1.17e-03	1.50e-02	1.42e-04	5.69e-05	1.91e-03	1.62e-02	9.44e-01	1.51e-04	1.05e-03	9.79e-05
2176	chr9	126075642	126075643	.	False	5.06e-03	3.91e-03	8.08e-04	1.11e-04	6.18e-03	1.09e-01	8.63e-01	8.58e-05	3.17e-04	1.99e-05
2177	chr1	199143797	199143798	.	False	3.16e-03	1.21e-01	1.07e-03	2.49e-04	4.80e-03	2.97e-02	7.86e-01	1.92e-04	7.03e-03	6.74e-04
2178	chr9	65614099	65614100	.	False	1.55e-01	7.00e-02	1.60e-01	2.79e-03	1.64e-01	1.99e-01	3.44e-01	7.14e-04	7.94e-04	2.68e-03
2179	chr9	134380284	134380285	.	False	6.89e-02	9.56e-02	2.72e-02	1.07e-02	1.60e-01	2.31e-01	3.16e-01	6.48e-03	9.43e-03	6.03e-03
2180	chr1	213906637	213906638	.	False	8.98e-03	8.99e-02	1.60e-03	5.92e-04	1.32e-02	6.62e-02	7.82e-01	1.08e-03	4.33e-03	1.47e-03
2181	chr1	230648127	230648128	.	False	3.60e-03	4.79e-02	3.99e-03	5.70e-04	2.42e-02	1.21e-01	7.66e-01	2.34e-04	3.42e-03	4.76e-04
2182	chr9	119982658	119982659	.	False	1.07e-02	4.17e-02	2.79e-03	2.17e-04	5.67e-03	6.26e-02	8.40e-01	2.43e-04	6.03e-03	2.51e-04
2183	chr9	134370838	134370839	.	False	3.02e-01	1.12e-02	3.22e-01	9.63e-03	2.94e-01	7.26e-02	7.86e-02	1.36e-03	9.57e-04	2.24e-02
2184	chr1	265656121	265656122	.	False	3.58e-01	1.09e-01	1.08e-01	3.79e-03	4.25e-02	8.91e-02	3.69e-01	3.21e-03	2.22e-03	1.52e-02
2185	chr9	122141293	122141294	.	False	1.28e-01	1.07e-01	5.76e-02	7.33e-03	4.09e-02	8.85e-02	4.61e-01	6.00e-03	1.09e-02	1.16e-02
2186	chr1	205181306	205181307	.	False	1.12e-02	1.68e-01	4.35e-03	1.03e-03	1.36e-02	7.17e-02	6.56e-01	7.21e-04	1.15e-02	2.69e-03
2187	chr9	120922558	120922559	.	False	4.97e-02	2.09e-01	1.42e-02	1.80e-03	8.92e-03	4.61e-02	5.53e-01	2.84e-03	8.11e-03	7.38e-03
2188	chr9	123873041	123873042	.	False	2.75e-01	2.40e-02	3.65e-01	3.11e-03	5.42e-02	3.68e-02	1.35e-01	2.61e-03	1.23e-03	3.26e-02
2189	chr1	211849201	211849202	.	False	1.48e-03	3.14e-02	5.63e-04	2.66e-04	5.41e-03	3.02e-02	8.95e-01	1.51e-04	4.38e-03	1.80e-04
2190	chr1	213860874	213860875	.	False	8.01e-03	1.81e-01	1.88e-03	1.32e-03	1.86e-02	7.08e-02	6.15e-01	2.03e-03	1.60e-02	2.75e-03
2191	chr1	205431220	205431221	.	False	7.90e-03	1.44e-02	1.60e-03	2.46e-04	4.23e-03	4.92e-02	9.16e-01	2.84e-04	1.03e-03	1.23e-04
2192	chr1	238893771	238893772	.	False	2.28e-03	9.68e-03	1.23e-03	8.55e-05	6.76e-03	9.37e-02	9.14e-01	1.05e-04	5.30e-04	5.73e-05
2193	chr1	268203846	268203847	.	False	1.71e-01	1.12e-02	7.73e-02	1.57e-01	1.10e-01	2.15e-02	2.44e-02	8.09e-02	1.17e-02	1.53e-01
2194	chr1	232088577	232088578	.	False	3.96e-02	7.44e-02	1.37e-02	7.37e-04	3.03e-02	1.43e-01	7.04e-01	4.18e-04	9.11e-04	1.68e-03
2195	chr1	251148078	251148079	.	False	2.91e-02	7.17e-02	1.84e-02	1.55e-03	4.27e-02	1.60e-01	6.71e-01	5.25e-04	9.36e-03	1.72e-03
2196	chr1	251839975	251839976	.	False	1.29e-03	4.62e-03	5.71e-04	2.30e-04	8.43e-03	1.33e-01	8.74e-01	2.18e-04	8.61e-04	1.01e-04
2197	chr1	236566774	236566775	.	False	3.91e-01	2.56e-03	3.16e-01	4.94e-02	3.12e-01	9.28e-03	1.11e-02	1.49e-03	6.75e-04	2.33e-02
2198	chr1	200305415	200305416	.	False	6.63e-03	3.39e-02	3.46e-03	1.64e-04	7.13e-03	6.63e-02	8.96e-01	1.26e-04	1.85e-03	1.40e-04
2199	chr9	120794624	120794625	.	False	3.25e-01	7.06e-03	3.81e-01	1.47e-02	2.73e-01	2.26e-02	4.11e-02	2.57e-03	8.40e-04	2.23e-02
2200	chr1	243567429	243567430	.	False	7.68e-03	3.31e-02	2.13e-03	1.49e-04	1.30e-02	1.26e-01	8.26e-01	1.56e-04	6.78e-04	1.80e-04
2201	chr1	214155894	214155895	.	False	1.27e-02	2.04e-01	2.68e-03	4.00e-04	7.92e-03	4.10e-02	6.32e-01	4.44e-04	4.65e-03	3.47e-03
2202	chr1	202327696	202327697	.	False	1.26e-03	1.30e-02	6.20e-04	2.57e-04	6.92e-03	7.45e-02	8.88e-01	1.38e-04	2.11e-03	7.91e-05
2203	chr1	201589182	201589183	.	False	7.15e-03	3.20e-02	4.09e-03	1.50e-04	9.04e-03	6.81e-02	8.45e-01	8.52e-05	1.42e-03	1.15e-04
2204	chr1	270313910	270313911	.	False	2.15e-01	2.54e-03	3.70e-01	1.89e-02	5.29e-01	2.91e-02	2.60e-02	4.83e-04	4.47e-04	3.11e-03
2205	chr1	272791962	272791963	.	False	3.36e-01	1.86e-03	2.67e-01	2.09e-02	1.25e-01	2.39e-03	2.88e-03	1.82e-03	3.94e-04	8.50e-02
2206	chr1	255069180	255069181	.	False	2.73e-01	2.05e-02	7.27e-02	9.16e-02	4.90e-01	5.20e-02	4.79e-02	7.08e-03	3.01e-03	3.49e-02
2207	chr1	208717123	208717124	.	False	2.81e-03	3.04e-02	1.62e-03	3.61e-04	2.81e-02	1.40e-01	7.15e-01	1.24e-04	1.50e-03	1.04e-04
2208	chr1	240230793	240230794	.	False	4.43e-01	3.47e-02	3.04e-01	7.31e-03	1.79e-01	1.11e-01	1.49e-01	3.20e-03	1.50e-03	2.65e-02
2209	chr9	114533587	114533588	.	False	2.70e-01	4.89e-02	9.96e-02	8.80e-03	9.91e-02	9.44e-02	3.60e-01	4.83e-03	5.57e-03	2.99e-02
2210	chr1	248669057	248669058	.	False	2.48e-02	6.08e-02	2.72e-02	1.36e-03	1.22e-01	3.33e-01	4.45e-01	3.88e-04	1.60e-03	4.19e-04
2211	chr1	246587531	246587532	.	False	1.31e-01	4.67e-02	2.40e-02	1.82e-03	1.98e-02	9.12e-02	7.23e-01	1.36e-03	2.79e-03	5.29e-03
2212	chr1	237616933	237616934	.	False	1.72e-01	5.25e-02	2.74e-01	2.42e-03	1.66e-01	1.68e-01	1.80e-01	9.20e-04	7.34e-04	3.06e-03
2213	chr5	19300363	19300364	.	False	6.29e-02	3.83e-02	9.66e-02	8.63e-03	3.47e-01	2.51e-01	1.26e-01	2.01e-03	2.71e-03	3.99e-03
2214	chr1	267955699	267955700	.	False	2.70e-02	5.58e-02	1.90e-02	4.31e-04	4.11e-02	2.23e-01	6.42e-01	2.82e-04	7.59e-04	5.88e-04
2215	chr1	267442955	267442956	.	False	1.03e-02	2.79e-02	7.00e-03	9.40e-04	3.27e-02	1.92e-01	6.52e-01	5.15e-04	3.52e-03	4.36e-04
2216	chr1	201615823	201615824	.	False	3.84e-02	2.52e-02	9.86e-02	1.60e-03	5.52e-02	2.55e-01	5.44e-01	4.61e-04	1.87e-03	4.68e-04
2217	chr1	271772772	271772773	.	False	3.97e-01	5.98e-03	3.80e-01	2.05e-02	1.03e-01	4.76e-02	2.89e-01	7.25e-03	2.75e-03	6.93e-03
2218	chr1	228468980	228468981	.	False	3.93e-03	9.11e-02	1.84e-03	7.27e-04	1.67e-02	1.03e-01	7.70e-01	4.20e-04	6.18e-03	5.99e-04
2219	chr1	202318299	202318300	.	False	5.25e-01	9.65e-03	3.42e-03	2.23e-01	1.26e-01	1.35e-02	1.26e-02	3.11e-01	6.04e-02	4.10e-02
2220	chr1	224190219	224190220	.	False	8.08e-04	7.88e-03	3.49e-04	3.16e-04	5.92e-03	3.97e-02	9.35e-01	2.53e-04	4.67e-03	1.73e-04
2221	chr1	202107302	202107303	.	False	4.63e-03	7.89e-02	9.97e-04	8.80e-05	2.47e-03	2.65e-02	8.65e-01	1.54e-04	2.44e-03	1.38e-04
2222	chr9	68101739	68101740	.	False	1.97e-03	9.50e-03	5.29e-04	1.44e-04	3.86e-03	3.84e-02	9.24e-01	1.46e-04	1.84e-03	7.57e-05
2223	chr1	199135573	199135574	.	False	3.29e-03	4.97e-02	1.01e-03	9.41e-04	1.02e-02	5.58e-02	8.22e-01	6.31e-04	1.56e-02	3.98e-04
2224	chr1	215190989	215190990	.	False	3.17e-03	2.98e-02	1.27e-03	1.94e-04	8.18e-03	9.24e-02	8.26e-01	3.06e-04	2.26e-03	2.39e-04
2225	chr1	259390067	259390068	.	False	8.88e-02	1.54e-01	3.02e-02	4.99e-03	1.07e-01	2.05e-01	3.25e-01	1.48e-03	3.46e-03	7.51e-03
2226	chr9	115587945	115587946	.	False	1.05e-03	9.69e-03	2.70e-04	3.49e-05	3.02e-03	4.80e-02	9.35e-01	3.05e-05	2.16e-04	2.95e-05
2227	chr1	236993412	236993413	.	False	1.47e-01	1.39e-01	1.09e-01	5.98e-03	6.11e-02	7.39e-02	2.34e-01	1.94e-03	1.68e-03	3.80e-02
2228	chr9	117499640	117499641	.	False	3.58e-02	5.73e-02	1.56e-02	5.23e-04	2.36e-02	1.48e-01	6.55e-01	5.08e-04	1.78e-03	6.99e-04
2229	chr9	120553527	120553528	.	False	1.07e-02	5.96e-02	1.73e-03	1.79e-04	5.06e-03	5.12e-02	8.85e-01	1.49e-04	1.25e-03	1.66e-04
2230	chr1	252134287	252134288	.	False	2.60e-01	8.34e-02	7.57e-02	6.46e-03	6.69e-02	1.05e-01	3.87e-01	3.75e-03	3.69e-03	1.78e-02
2231	chr9	133913007	133913008	.	False	1.12e-01	4.62e-02	7.90e-02	2.53e-02	2.36e-01	2.37e-01	1.84e-01	3.24e-03	1.22e-02	3.00e-03
2232	chr13	19347984	19347985	.	False	3.48e-03	4.56e-02	1.04e-03	1.06e-03	1.84e-02	8.22e-02	7.86e-01	7.40e-04	8.44e-03	6.98e-04
2233	chr9	117888821	117888822	.	False	1.70e-01	1.20e-01	1.59e-01	1.13e-03	4.26e-02	1.22e-01	2.85e-01	5.15e-04	8.29e-04	1.18e-02
2234	chr5	19312710	19312711	.	False	4.39e-01	9.86e-03	2.40e-01	2.90e-02	2.62e-01	4.28e-02	5.04e-02	1.05e-03	7.83e-04	4.44e-02
2235	chr1	205281755	205281756	.	False	1.09e-01	6.95e-02	1.83e-02	5.47e-04	8.23e-03	4.02e-02	7.99e-01	7.90e-04	2.51e-03	4.50e-03
2236	chr1	216506516	216506517	.	False	3.72e-03	3.50e-02	2.99e-03	2.34e-04	1.73e-02	8.62e-02	8.29e-01	1.37e-04	5.70e-03	1.19e-04
2237	chr9	118982006	118982007	.	False	2.33e-02	4.15e-02	1.03e-02	5.70e-04	3.70e-02	2.39e-01	6.66e-01	7.16e-04	2.45e-03	9.81e-04
2238	chr1	270178548	270178549	.	False	2.25e-02	9.66e-02	2.03e-02	8.14e-03	1.63e-01	2.92e-01	3.32e-01	2.17e-03	3.67e-02	1.67e-03
2239	chr9	65616778	65616779	.	False	1.83e-01	5.05e-02	2.00e-01	2.98e-03	1.16e-01	1.72e-01	2.89e-01	9.00e-04	9.67e-04	4.02e-03
2240	chr1	202894319	202894320	.	False	1.29e-02	4.38e-02	4.24e-03	7.18e-04	3.10e-02	1.25e-01	7.76e-01	3.47e-04	1.40e-03	8.83e-04
2241	chr9	65140904	65140905	.	False	3.53e-01	6.75e-02	1.62e-01	5.21e-03	2.71e-02	2.23e-02	6.46e-02	3.02e-03	1.57e-03	1.18e-01
2242	chr1	265692277	265692278	.	False	3.55e-03	6.07e-02	1.56e-03	2.33e-03	2.32e-02	7.20e-02	7.28e-01	1.33e-03	2.28e-02	1.14e-03
2243	chr1	212263543	212263544	.	False	1.79e-03	4.24e-02	5.48e-04	5.79e-04	8.37e-03	3.72e-02	8.03e-01	6.16e-04	2.35e-02	4.27e-04
2244	chr1	238869875	238869876	.	False	5.90e-03	2.02e-02	1.31e-03	2.42e-04	4.97e-03	5.87e-02	9.09e-01	3.24e-04	1.08e-03	3.93e-04
2245	chr1	248148846	248148847	.	False	1.55e-01	1.41e-01	1.34e-01	8.30e-03	1.25e-01	1.07e-01	2.34e-01	1.62e-03	2.44e-03	8.96e-03
2246	chr9	128489697	128489698	.	False	6.55e-04	7.38e-03	1.78e-04	9.25e-05	3.86e-03	4.23e-02	9.24e-01	1.36e-04	1.54e-03	6.96e-05
2247	chr1	198981340	198981341	.	False	4.86e-04	2.78e-03	1.57e-04	8.91e-05	2.29e-03	1.53e-02	9.68e-01	6.39e-05	1.45e-03	2.55e-05
2248	chr1	227873352	227873353	.	False	1.78e-03	2.53e-02	6.17e-04	3.41e-04	1.31e-02	8.98e-02	8.65e-01	3.34e-04	4.67e-03	2.06e-04
2249	chr9	67372631	67372632	.	False	1.97e-02	3.60e-02	4.26e-02	1.83e-03	1.17e-01	3.18e-01	3.94e-01	4.35e-04	1.50e-03	5.51e-04
2250	chr1	251695754	251695755	.	False	1.68e-03	3.99e-02	4.53e-04	3.16e-04	1.31e-02	7.28e-02	8.21e-01	2.93e-04	3.99e-03	3.67e-04
2251	chr1	196693395	196693396	.	False	3.40e-04	1.70e-03	5.15e-05	5.65e-05	7.08e-04	1.91e-02	9.82e-01	7.82e-05	4.55e-04	2.28e-05
2252	chr1	268362198	268362199	.	False	2.43e-01	2.01e-03	1.59e-01	1.07e-01	1.56e-01	1.57e-03	2.63e-03	5.50e-03	9.85e-04	1.68e-01
2253	chr1	223971873	223971874	.	False	6.04e-04	3.75e-03	1.65e-04	2.12e-05	1.23e-03	3.76e-02	9.63e-01	1.81e-05	2.15e-04	1.18e-05
2254	chr1	236682383	236682384	.	False	2.09e-01	6.09e-02	2.34e-01	4.44e-03	1.71e-01	2.08e-01	2.82e-01	8.42e-04	1.23e-03	4.86e-03
2255	chr9	116814855	116814856	.	False	2.95e-03	9.69e-02	4.91e-04	2.49e-04	3.45e-03	1.92e-02	8.13e-01	4.05e-04	8.76e-03	8.83e-04
2256	chr9	116645726	116645727	.	False	1.06e-01	5.49e-02	4.81e-02	5.40e-03	6.74e-02	1.71e-01	6.05e-01	4.50e-03	5.54e-03	9.64e-03
2257	chr1	72833268	72833269	.	False	1.87e-02	4.32e-02	2.96e-03	3.10e-04	2.00e-02	1.59e-01	7.94e-01	1.73e-04	6.52e-04	2.44e-04
2258	chr1	242111754	242111755	.	False	1.43e-02	2.72e-02	5.88e-03	1.43e-04	4.53e-03	6.87e-02	8.68e-01	1.15e-04	8.33e-04	1.55e-04
2259	chr1	214517767	214517768	.	False	5.38e-03	2.89e-02	1.62e-03	1.73e-03	2.71e-02	1.33e-01	7.80e-01	9.59e-04	2.61e-03	7.57e-04
2260	chr1	266975454	266975455	.	False	3.97e-01	4.01e-02	6.93e-02	4.93e-02	7.17e-02	2.69e-02	3.19e-02	1.93e-02	1.39e-02	1.85e-01
2261	chr1	235129665	235129666	.	False	4.88e-03	2.46e-02	1.22e-03	1.78e-04	1.50e-02	1.01e-01	8.48e-01	8.86e-05	9.44e-04	1.38e-04
2262	chr1	205127215	205127216	.	False	8.08e-03	8.76e-02	5.29e-03	4.29e-04	1.64e-02	1.21e-01	6.91e-01	4.14e-04	8.11e-03	7.09e-04
2263	chr1	227810988	227810989	.	False	3.61e-01	5.04e-02	6.32e-02	3.25e-03	5.74e-02	8.91e-02	3.03e-01	3.61e-03	2.42e-03	3.78e-02
2264	chr9	120304226	120304227	.	False	2.07e-01	9.93e-02	1.77e-01	5.38e-03	7.66e-02	1.37e-01	3.04e-01	2.67e-03	3.43e-03	6.04e-03
2265	chr1	224647811	224647812	.	False	1.09e-03	3.68e-03	2.13e-04	8.36e-05	4.27e-03	4.15e-02	9.33e-01	9.48e-05	3.35e-04	4.84e-05
2266	chr1	224680366	224680367	.	False	8.73e-01	3.33e-05	8.83e-04	8.93e-01	2.90e-02	1.49e-04	8.06e-04	5.83e-02	6.26e-04	1.10e-02
2267	chr1	245208174	245208175	.	False	6.00e-04	5.80e-03	2.24e-04	1.19e-04	8.34e-03	6.58e-02	8.92e-01	1.17e-04	1.06e-03	5.01e-05
2268	chr9	119266578	119266579	.	False	1.21e-02	6.95e-02	8.23e-03	2.48e-03	6.03e-02	2.30e-01	5.86e-01	4.93e-03	1.93e-02	1.08e-03
2269	chr1	244585854	244585855	.	False	2.67e-03	3.20e-02	9.24e-04	3.77e-04	1.10e-02	5.99e-02	8.03e-01	4.16e-04	1.49e-02	3.21e-04
2270	chr9	131360576	131360577	.	False	3.90e-01	8.11e-02	9.68e-02	3.58e-02	1.09e-01	3.38e-02	6.38e-02	8.12e-03	4.50e-03	7.36e-02
2271	chr1	227640530	227640531	.	False	7.82e-03	4.47e-02	2.84e-03	4.81e-04	2.46e-02	1.50e-01	7.91e-01	2.54e-04	7.65e-04	2.58e-04
2272	chr1	231383784	231383785	.	False	1.14e-01	2.17e-01	2.36e-02	8.66e-04	1.76e-02	1.69e-01	4.51e-01	1.05e-03	2.19e-03	5.20e-03
2273	chr13	182186233	182186234	.	False	1.81e-03	7.46e-02	5.61e-04	5.05e-04	5.77e-03	2.28e-02	7.37e-01	7.60e-04	1.72e-02	3.88e-04
2274	chr9	121935732	121935733	.	False	4.01e-02	1.23e-01	1.76e-02	1.34e-03	2.69e-02	1.46e-01	6.51e-01	7.14e-04	2.61e-03	2.15e-03
2275	chr1	208310989	208310990	.	False	8.56e-04	1.73e-02	1.52e-04	5.53e-05	1.80e-03	2.35e-02	9.54e-01	1.80e-04	2.98e-03	6.26e-05
2276	chr9	132441266	132441267	.	False	3.31e-01	1.61e-02	2.72e-01	6.00e-03	1.97e-01	1.15e-01	2.17e-01	1.70e-03	1.15e-03	1.22e-02
