index	chrom	start	end	strand	contains_unk	Adipose|ATAC|None	Adipose|E10|None	Adipose|E11|None	Adipose|E12|None	Adipose|E13|None	Adipose|E14|None	Adipose|E15|None	Adipose|E1|None	Adipose|E2|None	Adipose|E3|None
1813	chr1	221151681	221151682	.	False	1.95e-02	1.41e-01	6.00e-03	1.35e-03	1.60e-02	8.79e-02	6.90e-01	8.56e-04	4.78e-03	4.37e-03
1814	chr1	225237185	225237186	.	False	9.98e-03	1.89e-01	1.04e-03	2.85e-04	4.65e-03	1.90e-02	6.56e-01	1.13e-03	2.90e-02	9.28e-04
1815	chr1	218948966	218948967	.	False	9.67e-02	1.39e-01	2.44e-02	2.07e-03	1.81e-02	1.22e-01	6.19e-01	2.17e-03	3.39e-03	5.45e-03
1816	chr1	209977246	209977247	.	False	4.81e-04	8.32e-03	2.44e-04	1.06e-04	4.36e-03	2.98e-02	9.42e-01	7.69e-05	2.28e-03	4.53e-05
1817	chr9	134484138	134484139	.	False	7.28e-02	1.67e-01	5.17e-02	7.42e-03	1.59e-01	2.74e-01	1.94e-01	3.36e-03	1.12e-02	1.63e-02
1818	chr1	201390067	201390068	.	False	1.81e-02	2.05e-02	7.45e-03	2.33e-04	1.43e-02	1.67e-01	8.05e-01	2.07e-04	3.53e-04	1.14e-04
1819	chr1	238695008	238695009	.	False	2.05e-01	6.38e-02	2.29e-01	5.81e-03	2.37e-01	1.68e-01	1.60e-01	1.74e-03	1.37e-03	1.04e-02
1820	chr1	271530657	271530658	.	False	1.82e-01	1.62e-03	2.23e-01	1.40e-01	2.16e-01	5.70e-03	1.41e-02	5.78e-03	1.24e-03	3.13e-02
1821	chr9	116393581	116393582	.	False	2.71e-03	1.55e-02	4.37e-04	3.25e-05	1.64e-03	2.16e-02	9.66e-01	5.16e-05	2.49e-04	5.20e-05
1822	chr9	134229953	134229954	.	False	4.49e-02	6.81e-02	1.51e-02	1.66e-03	6.85e-02	2.57e-01	6.19e-01	1.23e-03	2.99e-03	2.34e-03
1823	chr1	235586048	235586049	.	False	3.21e-01	2.72e-02	5.38e-02	1.02e-03	1.67e-02	1.16e-01	5.65e-01	6.70e-03	1.64e-03	1.09e-02
1824	chr1	267268505	267268506	.	False	5.21e-01	1.93e-03	1.09e-02	2.98e-01	8.62e-02	2.38e-03	5.33e-03	1.65e-02	2.97e-03	2.86e-01
1825	chr1	216108732	216108733	.	False	1.32e-02	5.84e-02	2.42e-03	5.45e-04	1.85e-02	9.80e-02	8.07e-01	4.93e-04	1.35e-03	7.21e-04
1826	chr9	131539265	131539266	.	False	5.02e-01	3.94e-03	3.00e-01	2.80e-02	2.88e-01	2.65e-02	2.40e-02	7.73e-04	3.36e-04	1.40e-02
1827	chr1	213560022	213560023	.	False	3.59e-03	3.26e-02	1.56e-03	8.84e-05	5.37e-03	4.74e-02	8.94e-01	6.07e-05	1.72e-03	9.69e-05
1828	chr9	123749730	123749731	.	False	1.94e-02	1.40e-01	2.38e-03	9.57e-04	1.19e-02	6.74e-02	7.28e-01	1.05e-03	5.36e-03	2.58e-03
1829	chr1	240369766	240369767	.	False	2.59e-01	5.58e-02	2.00e-01	5.99e-03	1.62e-01	1.15e-01	1.79e-01	1.05e-03	1.05e-03	1.46e-02
1830	chr1	225335906	225335907	.	False	3.76e-03	3.16e-02	2.21e-03	5.69e-04	2.39e-02	9.98e-02	7.61e-01	3.73e-04	2.29e-03	4.99e-04
1831	chr1	202557018	202557019	.	False	1.57e-02	4.25e-02	1.31e-02	8.22e-04	7.97e-02	3.08e-01	5.22e-01	1.91e-04	1.42e-03	1.49e-04
1832	chr9	67410538	67410539	.	False	3.81e-01	6.62e-02	1.52e-01	1.98e-03	3.42e-02	6.26e-02	1.84e-01	1.22e-03	6.20e-04	3.44e-02
1833	chr9	117539476	117539477	.	False	6.72e-02	4.17e-02	3.79e-02	1.26e-03	1.09e-01	3.24e-01	4.31e-01	3.59e-04	5.17e-04	4.59e-04
1834	chr1	232205222	232205223	.	False	4.74e-03	4.13e-02	1.30e-03	6.19e-04	1.97e-02	1.12e-01	8.08e-01	8.78e-04	4.04e-03	3.02e-04
1835	chr1	273004618	273004619	.	False	4.05e-01	9.35e-04	4.65e-01	1.56e-02	1.19e-01	2.61e-03	1.06e-02	1.78e-03	3.40e-04	3.18e-02
1836	chr9	63911883	63911884	.	False	5.65e-02	8.49e-02	1.50e-02	2.55e-03	3.81e-02	1.32e-01	5.48e-01	2.35e-03	4.01e-03	6.21e-03
1837	chr1	253133509	253133510	.	False	1.56e-02	1.23e-01	3.96e-03	2.31e-04	2.40e-03	1.97e-02	6.69e-01	5.53e-04	6.72e-03	9.38e-04
1838	chr9	131882941	131882942	.	False	1.35e-02	9.06e-02	5.24e-03	7.20e-04	1.34e-02	6.06e-02	6.41e-01	5.93e-04	8.97e-03	9.04e-04
1839	chr1	274228032	274228033	.	False	3.42e-01	2.34e-03	1.90e-01	1.51e-01	3.03e-01	4.94e-03	5.38e-03	8.62e-03	1.33e-03	7.74e-02
1840	chr9	130628584	130628585	.	False	4.04e-03	7.35e-02	1.36e-03	1.21e-03	2.45e-02	1.08e-01	7.28e-01	5.98e-04	8.86e-03	6.43e-04
1841	chr1	272785323	272785324	.	False	3.47e-01	1.23e-03	1.55e-01	2.16e-01	4.17e-01	3.81e-03	5.02e-03	3.38e-03	8.53e-04	3.70e-02
1842	chr9	65114349	65114350	.	False	2.38e-01	2.07e-02	2.12e-01	2.85e-02	3.78e-01	6.80e-02	6.70e-02	1.68e-03	1.11e-03	1.33e-02
1843	chr1	247152647	247152648	.	False	1.10e-02	6.59e-02	3.71e-03	5.08e-04	2.90e-02	1.23e-01	7.38e-01	2.42e-04	7.78e-04	6.03e-04
1844	chr9	66081250	66081251	.	False	5.75e-01	1.35e-02	1.71e-01	1.20e-02	8.23e-02	2.08e-02	4.22e-02	3.39e-03	9.66e-04	7.98e-02
1845	chr9	117626274	117626275	.	False	1.30e-01	2.26e-02	8.59e-02	3.24e-03	2.46e-01	2.48e-01	3.53e-01	3.32e-04	5.90e-04	1.53e-03
1846	chr9	118879450	118879451	.	False	8.34e-03	3.15e-02	2.60e-03	5.21e-04	1.84e-02	1.68e-01	7.69e-01	5.21e-04	3.10e-03	3.02e-04
1847	chr1	222937284	222937285	.	False	7.76e-03	4.83e-02	1.53e-03	2.75e-04	1.70e-02	1.33e-01	7.82e-01	2.02e-04	6.20e-04	2.67e-04
1848	chr1	223867354	223867355	.	False	1.23e-01	6.11e-02	3.35e-02	1.99e-03	1.05e-01	2.27e-01	4.93e-01	5.51e-04	7.47e-04	1.64e-03
1849	chr1	267182486	267182487	.	False	3.38e-01	4.36e-03	2.55e-01	5.61e-02	3.30e-01	9.69e-03	9.77e-03	1.86e-03	8.37e-04	4.79e-02
1850	chr1	264486693	264486694	.	False	3.56e-02	3.71e-02	2.55e-02	6.45e-04	1.01e-01	3.07e-01	5.36e-01	2.13e-04	4.09e-04	2.98e-04
1851	chr1	241476776	241476777	.	False	2.12e-02	8.34e-02	1.07e-02	3.15e-03	5.59e-02	1.98e-01	5.51e-01	1.66e-03	7.18e-03	4.09e-03
1852	chr1	221645432	221645433	.	False	4.96e-02	2.15e-02	1.61e-02	1.16e-03	5.52e-02	1.92e-01	7.14e-01	8.37e-04	1.08e-03	9.96e-04
1853	chr1	269376597	269376598	.	False	4.00e-01	1.78e-02	5.25e-01	5.72e-03	1.96e-01	3.48e-02	4.93e-02	9.92e-04	6.28e-04	1.41e-02
1854	chr1	266947715	266947716	.	False	2.09e-01	3.58e-02	1.53e-01	1.20e-02	1.19e-01	1.17e-01	2.43e-01	2.41e-02	5.80e-03	1.44e-02
1855	chr1	222782915	222782916	.	False	2.70e-02	7.85e-02	6.38e-03	9.98e-04	1.59e-02	1.64e-01	7.18e-01	7.00e-04	5.59e-03	5.11e-04
1856	chr1	269971246	269971247	.	False	3.49e-01	5.16e-03	5.03e-01	1.25e-02	3.55e-01	4.37e-02	7.17e-02	1.52e-03	6.93e-04	8.63e-03
1857	chr1	266695593	266695594	.	False	4.97e-01	1.73e-03	1.66e-01	3.98e-02	1.25e-01	1.81e-03	3.37e-03	3.19e-03	4.73e-04	1.30e-01
1858	chr1	257818332	257818333	.	False	6.65e-03	2.30e-02	2.07e-03	1.57e-04	2.41e-02	2.03e-01	7.64e-01	1.33e-04	7.99e-04	8.37e-05
1859	chr1	247496671	247496672	.	False	3.93e-02	1.22e-01	1.29e-02	7.88e-04	2.19e-02	1.56e-01	6.00e-01	7.48e-04	2.01e-03	2.45e-03
1860	chr1	215164811	215164812	.	False	1.66e-01	4.22e-02	1.67e-01	2.11e-03	1.47e-01	1.81e-01	3.11e-01	7.87e-04	8.32e-04	3.70e-03
1861	chr1	228185030	228185031	.	False	4.59e-02	1.41e-01	1.68e-02	4.00e-04	9.14e-03	6.28e-02	7.56e-01	2.72e-04	8.62e-04	1.22e-03
1862	chr9	67344424	67344425	.	False	2.12e-01	5.01e-02	2.12e-01	2.16e-03	6.52e-02	1.64e-01	3.89e-01	1.66e-03	9.99e-04	5.90e-03
1863	chr1	224837475	224837476	.	False	1.11e-02	8.03e-03	1.65e-03	8.71e-05	3.63e-03	5.87e-02	9.30e-01	8.63e-05	2.57e-04	4.43e-05
1864	chr1	226187701	226187702	.	False	4.18e-03	2.75e-02	6.63e-04	3.65e-05	1.02e-03	1.94e-02	9.40e-01	6.51e-05	9.39e-04	5.97e-05
1865	chr9	132012303	132012304	.	False	5.30e-01	5.53e-03	1.60e-01	7.82e-02	2.57e-01	9.47e-03	1.28e-02	8.83e-03	1.83e-03	1.49e-01
1866	chr1	213205919	213205920	.	False	1.50e-03	4.18e-03	5.71e-04	1.24e-04	4.71e-03	6.01e-02	9.30e-01	5.96e-05	4.51e-04	4.38e-05
1867	chr5	46553352	46553353	.	False	2.22e-03	3.01e-02	1.02e-03	1.58e-04	7.74e-03	4.59e-02	8.63e-01	1.69e-04	3.23e-03	1.44e-04
1868	chr1	214837922	214837923	.	False	2.94e-02	1.31e-01	1.51e-02	2.75e-03	7.40e-02	1.74e-01	6.01e-01	1.81e-03	4.01e-03	4.82e-03
1869	chr1	231162751	231162752	.	False	4.87e-02	1.63e-02	4.03e-02	1.17e-03	1.86e-01	3.34e-01	3.73e-01	1.73e-04	3.83e-04	3.88e-04
1870	chr1	269985007	269985008	.	False	8.72e-01	1.48e-04	1.62e-03	1.77e-01	3.20e-03	2.31e-04	1.19e-03	4.21e-01	3.94e-03	3.06e-01
1871	chr1	214731261	214731262	.	False	9.70e-03	2.03e-02	4.80e-03	2.87e-04	1.24e-02	1.39e-01	8.44e-01	1.88e-04	8.12e-04	1.40e-04
1872	chr1	273167909	273167910	.	False	2.08e-01	1.24e-03	2.07e-01	1.81e-01	3.52e-01	3.90e-03	6.88e-03	5.44e-03	1.07e-03	5.08e-02
1873	chr1	254894765	254894766	.	False	2.80e-01	4.17e-03	1.28e-01	8.53e-02	4.86e-01	8.46e-03	6.38e-03	2.07e-03	8.15e-04	3.19e-02
1874	chr1	227057454	227057455	.	False	2.60e-04	1.04e-02	1.43e-04	9.67e-05	4.26e-03	3.15e-02	9.30e-01	8.33e-05	1.13e-03	6.16e-05
1875	chr1	269250933	269250934	.	False	1.91e-01	2.28e-02	2.76e-01	9.78e-03	2.79e-01	1.42e-01	1.12e-01	1.19e-03	1.70e-03	6.65e-03
1876	chr1	209911703	209911704	.	False	1.53e-03	3.93e-02	5.12e-04	4.60e-04	1.46e-02	4.19e-02	8.50e-01	2.42e-04	2.98e-03	3.01e-04
1877	chr9	132243329	132243330	.	False	3.49e-01	2.04e-02	2.74e-01	5.95e-03	1.74e-01	1.06e-01	1.60e-01	7.42e-03	1.85e-03	4.99e-02
1878	chr1	232364974	232364975	.	False	1.28e-02	1.52e-01	3.40e-03	3.27e-03	2.65e-02	5.33e-02	5.75e-01	2.13e-03	2.14e-02	3.28e-03
1879	chr9	122858957	122858958	.	False	3.08e-01	7.86e-03	4.52e-01	8.96e-03	3.31e-01	6.68e-02	8.01e-02	1.05e-03	5.77e-04	4.29e-03
1880	chr1	234879109	234879110	.	False	5.58e-03	6.39e-03	9.51e-04	8.51e-05	6.15e-03	7.65e-02	9.17e-01	7.08e-05	6.64e-04	2.01e-05
1881	chr1	256233601	256233602	.	False	2.48e-03	3.33e-02	7.90e-04	3.80e-04	1.47e-02	6.17e-02	8.01e-01	3.15e-04	1.76e-03	2.01e-04
1882	chr1	236381504	236381505	.	False	7.91e-02	6.95e-02	4.99e-02	2.40e-03	5.29e-02	1.80e-01	5.06e-01	1.84e-03	1.95e-03	6.37e-03
1883	chr9	119306534	119306535	.	False	1.74e-02	1.67e-02	4.44e-03	2.37e-04	1.99e-02	1.17e-01	8.20e-01	1.43e-04	4.66e-04	3.82e-04
1884	chr9	63862010	63862011	.	False	5.78e-03	2.95e-02	1.90e-03	5.09e-04	2.34e-02	1.35e-01	8.38e-01	2.88e-04	1.23e-03	4.71e-04
1885	chr1	262061045	262061046	.	False	9.97e-02	5.34e-02	1.14e-01	4.66e-03	1.47e-01	2.19e-01	4.10e-01	9.63e-04	1.56e-03	2.33e-03
1886	chr1	247581792	247581793	.	False	2.52e-03	1.44e-02	8.36e-04	6.65e-04	1.18e-02	8.30e-02	8.73e-01	6.11e-04	3.77e-03	3.28e-04
1887	chr1	249164506	249164507	.	False	7.71e-04	1.02e-02	3.49e-04	1.04e-04	5.00e-03	5.54e-02	9.33e-01	5.43e-05	1.25e-03	2.03e-05
1888	chr9	116935307	116935308	.	False	4.12e-03	1.33e-02	6.41e-04	5.42e-05	2.11e-03	4.90e-02	9.42e-01	8.36e-05	7.72e-04	4.23e-05
1889	chr1	226958817	226958818	.	False	1.14e-03	1.73e-03	7.78e-05	6.83e-06	5.11e-04	1.42e-02	9.84e-01	7.93e-06	9.53e-05	3.46e-06
1890	chr9	116949681	116949682	.	False	1.93e-02	8.57e-02	2.89e-03	1.36e-03	3.78e-02	1.68e-01	6.84e-01	1.63e-03	7.81e-03	2.25e-03
1891	chr1	206342913	206342914	.	False	2.22e-03	1.42e-01	6.51e-04	4.95e-04	7.63e-03	2.96e-02	7.29e-01	2.63e-04	1.26e-02	1.26e-03
1892	chr1	223606760	223606761	.	False	4.25e-03	4.05e-02	9.00e-04	3.14e-04	1.23e-02	5.91e-02	8.21e-01	3.01e-04	1.26e-03	5.04e-04
1893	chr9	129011693	129011694	.	False	6.60e-01	2.47e-03	7.53e-02	3.86e-01	8.23e-02	3.88e-03	2.06e-02	2.33e-01	1.41e-02	1.00e-01
1894	chr5	19300920	19300921	.	False	1.27e-01	1.00e-01	2.18e-01	8.15e-04	8.06e-02	2.09e-01	2.48e-01	8.96e-04	1.40e-03	1.92e-03
1895	chr9	67332441	67332442	.	False	2.05e-01	7.88e-02	1.72e-01	6.39e-03	5.09e-02	2.50e-02	5.49e-02	2.97e-03	1.58e-03	1.13e-01
1896	chr9	120923582	120923583	.	False	2.96e-03	2.98e-02	2.40e-03	1.70e-04	5.58e-03	3.89e-02	8.86e-01	1.03e-04	6.92e-03	1.23e-04
1897	chr9	121345554	121345555	.	False	1.88e-02	4.95e-02	7.71e-03	1.32e-03	1.66e-02	1.02e-01	8.00e-01	8.04e-04	3.36e-03	8.42e-04
1898	chr1	225029311	225029312	.	False	4.33e-02	1.89e-02	5.18e-03	1.17e-04	2.90e-03	5.98e-02	9.08e-01	1.07e-04	1.11e-03	5.02e-05
1899	chr1	233244882	233244883	.	False	2.28e-03	1.31e-01	6.68e-04	4.13e-04	6.91e-03	3.06e-02	7.17e-01	2.95e-04	1.90e-02	3.44e-04
1900	chr1	261831351	261831352	.	False	5.12e-01	2.67e-03	4.05e-01	1.01e-02	5.09e-02	1.38e-03	4.72e-03	2.76e-03	6.44e-04	1.48e-01
1901	chr9	124840610	124840611	.	False	7.66e-02	3.38e-02	4.47e-02	4.88e-03	8.57e-02	1.70e-01	5.42e-01	4.61e-03	6.39e-03	4.17e-03
1902	chr1	216900755	216900756	.	False	2.40e-03	8.23e-02	4.45e-04	8.40e-04	7.79e-03	3.14e-02	7.63e-01	1.06e-03	2.18e-02	2.74e-04
1903	chr1	263985117	263985118	.	False	1.23e-02	7.89e-02	4.29e-03	3.19e-04	1.27e-02	1.12e-01	7.29e-01	4.04e-04	1.62e-03	7.40e-04
1904	chr1	237017502	237017503	.	False	3.18e-02	3.23e-02	1.50e-02	3.86e-04	5.24e-02	2.62e-01	6.32e-01	1.84e-04	4.73e-04	1.61e-04
1905	chr1	232362593	232362594	.	False	5.20e-03	1.73e-01	1.89e-03	1.74e-04	5.32e-03	2.82e-02	7.75e-01	1.72e-04	5.62e-03	3.18e-04
1906	chr1	210935959	210935960	.	False	2.91e-04	2.16e-03	9.26e-05	3.16e-05	1.31e-03	1.46e-02	9.81e-01	2.92e-05	6.24e-04	1.22e-05
1907	chr1	269102016	269102017	.	False	3.24e-01	1.15e-01	8.89e-02	3.54e-03	1.12e-02	3.04e-02	7.36e-02	7.35e-02	2.03e-02	1.05e-01
1908	chr9	134226093	134226094	.	False	1.74e-02	4.29e-02	1.24e-02	1.25e-03	7.76e-02	2.01e-01	5.08e-01	5.42e-04	2.05e-03	1.80e-03
1909	chr9	129094710	129094711	.	False	7.39e-02	6.91e-02	1.21e-02	1.35e-03	1.35e-02	7.23e-02	6.45e-01	3.46e-03	9.24e-03	5.98e-03
1910	chr9	128174939	128174940	.	False	3.23e-03	4.98e-02	1.53e-03	4.56e-04	1.58e-02	1.23e-01	7.60e-01	2.73e-04	3.05e-03	2.92e-04
1911	chr1	272428509	272428510	.	False	1.47e-01	3.64e-02	3.30e-01	1.15e-02	7.77e-02	2.98e-02	1.39e-01	3.58e-03	1.48e-03	3.10e-02
1912	chr1	242448606	242448607	.	False	3.14e-03	7.23e-03	1.17e-03	4.86e-05	6.25e-03	8.21e-02	8.92e-01	6.85e-05	2.23e-04	4.41e-05
1913	chr1	240525739	240525740	.	False	5.84e-01	1.63e-02	2.93e-01	2.26e-02	2.49e-01	5.34e-02	9.05e-02	1.35e-03	5.20e-04	1.60e-02
1914	chr9	133147960	133147961	.	False	4.53e-01	3.82e-03	4.25e-01	7.55e-03	2.31e-01	4.79e-02	4.01e-02	1.19e-03	3.73e-04	1.33e-02
1915	chr1	199227214	199227215	.	False	1.09e-03	7.06e-03	1.99e-04	4.84e-05	4.42e-03	4.85e-02	9.35e-01	6.84e-05	2.77e-04	4.21e-05
1916	chr9	128185964	128185965	.	False	1.52e-03	1.99e-02	5.58e-04	1.61e-04	9.93e-03	8.28e-02	8.53e-01	1.16e-04	1.58e-03	1.18e-04
1917	chr1	257055817	257055818	.	False	1.23e-01	5.28e-02	8.47e-02	2.50e-03	8.58e-02	1.33e-01	4.84e-01	1.17e-03	1.30e-03	6.00e-03
1918	chr1	205897786	205897787	.	False	2.56e-02	6.90e-02	1.35e-02	5.17e-04	2.70e-02	1.75e-01	7.57e-01	5.09e-04	6.96e-04	7.92e-04
1919	chr1	233778943	233778944	.	False	2.01e-04	2.05e-03	4.86e-05	3.82e-05	8.61e-04	3.76e-02	9.67e-01	1.27e-04	6.91e-04	2.35e-05
1920	chr1	236907833	236907834	.	False	5.44e-04	2.58e-03	1.37e-04	1.65e-04	6.75e-03	8.92e-02	9.04e-01	1.71e-04	1.86e-03	2.39e-05
1921	chr1	209339457	209339458	.	False	3.68e-02	1.57e-01	3.41e-02	9.76e-04	1.74e-02	1.05e-01	5.93e-01	8.30e-04	8.89e-03	2.02e-03
1922	chr1	198298145	198298146	.	False	1.33e-02	1.82e-02	1.51e-03	8.56e-05	3.68e-03	4.89e-02	9.31e-01	7.48e-05	4.19e-04	9.60e-05
1923	chr9	122392688	122392689	.	False	6.55e-04	6.32e-03	3.76e-04	7.98e-05	6.40e-03	9.26e-02	9.03e-01	6.53e-05	4.61e-04	3.54e-05
1924	chr1	214400642	214400643	.	False	8.86e-04	1.96e-02	5.39e-04	2.89e-04	8.51e-03	5.50e-02	8.93e-01	1.61e-04	3.83e-03	1.56e-04
1925	chr1	251069264	251069265	.	False	3.28e-01	2.27e-02	2.30e-02	2.06e-01	1.91e-01	2.88e-02	3.23e-02	7.07e-02	4.38e-02	1.44e-01
1926	chr1	217178326	217178327	.	False	6.98e-02	5.50e-02	6.09e-02	1.03e-03	3.96e-02	1.43e-01	4.99e-01	1.53e-03	1.28e-03	3.11e-03
1927	chr1	233327174	233327175	.	False	1.30e-03	8.66e-03	6.13e-04	3.04e-04	6.98e-03	3.43e-02	9.25e-01	1.37e-04	3.24e-03	1.14e-04
1928	chr1	223506570	223506571	.	False	2.25e-03	2.09e-02	1.01e-03	1.90e-04	1.93e-02	1.48e-01	7.91e-01	1.04e-04	9.07e-04	1.66e-04
1929	chr1	216997972	216997973	.	False	7.02e-03	4.12e-02	1.27e-03	2.53e-04	6.07e-03	6.28e-02	8.70e-01	3.43e-04	1.40e-03	5.20e-04
1930	chr9	130868313	130868314	.	False	1.54e-01	4.84e-02	2.50e-01	7.68e-03	1.71e-01	9.10e-02	1.36e-01	3.16e-03	2.13e-03	1.35e-02
1931	chr9	63851938	63851939	.	False	6.23e-03	7.03e-02	1.29e-03	4.14e-04	1.15e-02	9.73e-02	8.10e-01	2.66e-04	1.59e-03	4.81e-04
1932	chr1	239022909	239022910	.	False	2.27e-01	1.90e-02	2.25e-01	1.88e-03	2.13e-01	2.05e-01	2.67e-01	2.99e-04	3.63e-04	1.32e-03
1933	chr1	266630542	266630543	.	False	2.74e-01	2.18e-02	7.56e-02	9.55e-02	3.69e-01	1.86e-02	1.05e-02	1.91e-03	1.63e-03	3.82e-02
1934	chr1	266716557	266716558	.	False	5.63e-01	7.56e-03	4.80e-01	1.33e-02	2.22e-01	2.88e-02	6.58e-02	2.32e-03	1.22e-03	5.58e-02
1935	chr1	217180723	217180724	.	False	5.09e-02	8.00e-02	1.27e-02	1.46e-03	2.80e-02	1.06e-01	6.57e-01	1.14e-03	4.00e-03	9.53e-03
1936	chr1	200764053	200764054	.	False	9.60e-01	5.49e-04	4.55e-03	6.87e-01	2.58e-02	1.38e-03	7.05e-03	4.21e-01	6.88e-03	5.35e-02
1937	chr9	125662357	125662358	.	False	1.75e-01	7.40e-02	2.52e-01	7.24e-03	1.83e-01	8.06e-02	1.50e-01	1.87e-03	1.58e-03	1.44e-02
1938	chr13	67425551	67425552	.	False	1.90e-01	5.36e-02	1.79e-01	4.25e-03	1.24e-01	1.33e-01	3.84e-01	1.24e-03	1.25e-03	1.12e-02
1939	chr1	269538604	269538605	.	False	2.22e-01	2.82e-02	2.39e-01	3.84e-03	2.44e-01	1.62e-01	2.74e-01	7.63e-04	7.48e-04	2.73e-03
1940	chr9	120988422	120988423	.	False	2.53e-02	5.49e-02	8.29e-03	4.19e-04	2.61e-02	1.83e-01	6.63e-01	4.11e-04	9.91e-04	5.13e-04
1941	chr9	127240181	127240182	.	False	1.81e-02	7.26e-03	2.25e-03	3.09e-05	2.98e-03	6.29e-02	9.32e-01	2.65e-05	2.31e-04	1.74e-05
1942	chr1	258213214	258213215	.	False	2.17e-02	3.97e-02	1.37e-02	1.04e-03	5.50e-02	1.77e-01	6.48e-01	8.12e-04	2.20e-03	1.27e-03
1943	chr9	124189088	124189089	.	False	2.68e-04	2.50e-03	6.86e-05	7.70e-05	1.78e-03	1.71e-02	9.73e-01	6.78e-05	8.39e-04	3.32e-05
1944	chr1	241159811	241159812	.	False	8.82e-03	6.33e-02	6.45e-03	9.53e-04	4.50e-02	1.61e-01	5.80e-01	3.33e-04	8.10e-03	5.63e-04
1945	chr1	221556872	221556873	.	False	1.97e-03	7.12e-02	4.95e-04	2.29e-04	2.75e-03	1.88e-02	8.57e-01	2.59e-04	3.71e-03	5.34e-04
1946	chr1	202149930	202149931	.	False	3.60e-03	7.42e-02	8.27e-04	3.93e-04	1.03e-02	6.54e-02	8.27e-01	3.30e-04	2.60e-03	4.29e-04
1947	chr9	126774267	126774268	.	False	5.64e-01	1.93e-02	2.17e-01	8.90e-03	1.30e-01	9.81e-02	3.30e-01	1.07e-03	9.74e-04	1.77e-02
1948	chr1	227311446	227311447	.	False	1.26e-03	1.20e-02	2.19e-04	4.01e-04	9.20e-03	6.98e-02	8.53e-01	3.00e-04	1.49e-03	1.66e-04
1949	chr1	206626899	206626900	.	False	8.45e-02	1.00e-01	5.11e-02	1.37e-03	3.36e-02	1.15e-01	4.84e-01	1.58e-03	1.68e-03	8.97e-03
1950	chr1	268792972	268792973	.	False	3.05e-01	5.82e-03	3.08e-01	2.79e-02	5.34e-01	4.16e-02	2.89e-02	8.70e-04	8.70e-04	9.33e-03
1951	chr1	256649517	256649518	.	False	7.59e-04	8.58e-03	2.74e-04	2.27e-04	6.85e-03	6.15e-02	9.05e-01	2.07e-04	3.65e-03	8.75e-05
1952	chr1	271528420	271528421	.	False	4.55e-01	3.40e-03	4.49e-01	2.03e-02	1.14e-01	6.34e-03	2.60e-02	4.55e-03	7.89e-04	5.71e-02
1953	chr1	229631590	229631591	.	False	9.68e-02	7.87e-02	7.69e-02	3.56e-04	1.60e-02	1.22e-01	5.31e-01	7.87e-04	4.52e-04	2.11e-03
1954	chr1	249720711	249720712	.	False	1.72e-01	3.07e-02	1.22e-01	7.61e-04	6.96e-02	1.94e-01	5.64e-01	3.53e-04	4.26e-04	1.12e-03
1955	chr1	234851101	234851102	.	False	3.57e-02	2.20e-01	5.36e-03	1.43e-03	6.13e-03	3.44e-02	5.99e-01	1.76e-03	6.48e-03	6.54e-03
1956	chr1	232511707	232511708	.	False	1.73e-02	1.81e-02	2.53e-03	1.68e-04	6.78e-03	7.02e-02	8.63e-01	1.93e-04	4.80e-04	1.71e-04
1957	chr9	119024525	119024526	.	False	6.21e-01	5.69e-02	4.71e-02	3.96e-02	7.05e-02	2.30e-02	7.13e-02	6.42e-03	4.05e-03	9.34e-02
1958	chr1	197261500	197261501	.	False	6.29e-04	6.43e-03	1.84e-04	8.34e-05	2.31e-03	3.92e-02	9.54e-01	9.81e-05	1.62e-03	3.02e-05
1959	chr1	217312181	217312182	.	False	1.45e-03	2.52e-02	7.59e-04	5.67e-05	4.22e-03	4.10e-02	9.23e-01	2.48e-05	1.08e-03	3.67e-05
1960	chr1	245364480	245364481	.	False	8.67e-04	2.32e-02	2.99e-04	1.35e-04	4.11e-03	3.62e-02	9.09e-01	2.04e-04	1.95e-03	1.33e-04
1961	chr9	117265444	117265445	.	False	4.95e-01	1.34e-02	2.94e-01	1.70e-02	2.86e-01	6.63e-02	9.17e-02	8.67e-04	6.57e-04	1.75e-02
1962	chr1	232169955	232169956	.	False	2.19e-03	3.50e-02	8.01e-04	8.11e-04	1.92e-02	6.94e-02	8.19e-01	3.93e-04	1.14e-02	4.34e-04
1963	chr1	236317409	236317410	.	False	2.98e-01	7.20e-02	1.36e-01	1.07e-02	1.17e-01	8.63e-02	2.22e-01	2.51e-03	2.83e-03	5.77e-02
1964	chr1	271526546	271526547	.	False	6.33e-01	1.66e-03	7.01e-01	6.01e-03	9.86e-02	4.14e-03	2.55e-02	2.44e-03	2.95e-04	4.02e-02
1965	chr1	241476014	241476015	.	False	4.70e-02	5.93e-02	2.35e-02	4.07e-03	8.64e-02	1.41e-01	5.32e-01	1.44e-03	3.24e-03	3.64e-03
1966	chr1	209266524	209266525	.	False	2.30e-03	1.35e-02	7.39e-04	3.49e-05	1.82e-03	4.27e-02	9.41e-01	4.01e-05	4.19e-04	4.06e-05
1967	chr1	274048783	274048784	.	False	1.20e-01	6.05e-04	4.44e-01	2.29e-02	2.73e-01	2.70e-03	4.55e-03	1.27e-03	2.48e-04	1.11e-02
