index	chrom	start	end	strand	contains_unk	Adipose|ATAC|None	Adipose|E10|None	Adipose|E11|None	Adipose|E12|None	Adipose|E13|None	Adipose|E14|None	Adipose|E15|None	Adipose|E1|None	Adipose|E2|None	Adipose|E3|None	Adipose|E4|None	Adipose|E5|None	Adipose|E6|None	Adipose|E7|None
928	chr9	17130543	17130544	.	False	4.16e-02	9.57e-02	4.31e-02	1.16e-03	1.17e-02	1.46e-01	5.01e-01	1.60e-03	6.01e-03	7.95e-03	3.96e-03	9.59e-03	2.02e-02	2.89e-02
929	chr1	203839473	203839474	.	False	6.36e-03	1.68e-01	9.68e-03	8.45e-04	6.90e-03	7.59e-02	5.16e-01	1.13e-03	1.94e-02	6.66e-03	2.34e-03	1.59e-02	6.75e-03	1.28e-02
930	chr5	6532545	6532546	.	False	5.16e-02	6.26e-02	2.88e-02	3.25e-02	6.93e-02	4.39e-02	1.19e-01	6.81e-03	5.45e-02	3.51e-01	3.63e-02	3.61e-02	2.36e-02	3.61e-02
931	chr1	185932409	185932410	.	False	1.06e-03	2.35e-02	3.91e-03	2.58e-04	7.63e-03	1.39e-01	8.18e-01	1.45e-04	4.88e-04	2.28e-04	3.06e-04	2.07e-03	4.32e-04	1.27e-03
932	chr9	134526936	134526937	.	False	1.87e-01	7.53e-02	1.04e-01	1.81e-02	9.94e-02	9.91e-02	1.68e-01	3.21e-03	3.08e-03	3.34e-02	2.36e-02	1.05e-02	3.31e-02	1.00e-01
933	chr9	69600550	69600551	.	False	6.42e-03	6.37e-02	1.99e-02	7.62e-04	2.97e-02	2.13e-01	5.23e-01	2.92e-04	1.27e-03	1.38e-03	1.33e-03	4.57e-03	3.37e-03	8.54e-03
934	chr1	204601414	204601415	.	False	1.48e-02	8.12e-02	5.85e-02	5.84e-03	1.25e-01	1.78e-01	2.76e-01	3.27e-04	2.57e-03	9.04e-03	3.46e-03	3.67e-03	2.25e-02	3.41e-02
935	chr9	38168120	38168121	.	False	5.16e-03	3.03e-02	1.36e-02	4.83e-04	1.53e-02	2.00e-01	6.61e-01	9.27e-05	4.01e-04	3.28e-04	3.39e-04	3.31e-03	1.93e-03	4.89e-03
936	chr9	113066464	113066465	.	False	5.44e-01	3.42e-03	1.21e-02	1.86e-01	3.11e-02	4.69e-03	1.04e-02	1.03e-01	9.22e-03	3.49e-01	1.09e-01	1.27e-02	3.82e-03	7.75e-03
937	chr9	107933536	107933537	.	False	1.71e-02	8.33e-02	1.83e-02	3.69e-03	3.31e-02	2.13e-01	3.72e-01	3.37e-03	2.17e-02	1.97e-02	5.63e-03	1.62e-02	1.07e-02	9.25e-03
938	chr9	75946288	75946289	.	False	3.42e-03	1.37e-02	6.46e-03	2.67e-04	5.69e-03	2.20e-01	7.07e-01	2.31e-04	4.38e-04	1.99e-04	5.66e-04	3.79e-03	6.05e-04	1.31e-03
939	chr9	133575992	133575993	.	False	5.53e-02	3.28e-02	1.98e-01	4.64e-02	1.81e-01	4.97e-02	2.02e-01	9.31e-04	2.30e-03	2.21e-02	2.68e-02	7.53e-03	1.53e-02	8.19e-02
940	chr9	9760039	9760040	.	False	2.26e-03	3.89e-02	7.60e-03	1.15e-04	2.92e-03	1.04e-01	8.17e-01	1.33e-04	5.50e-04	3.79e-04	2.65e-04	7.91e-03	1.08e-03	2.92e-03
941	chr1	203173183	203173184	.	False	1.85e-02	5.61e-02	1.74e-01	1.77e-02	3.15e-01	1.22e-01	2.04e-01	1.61e-04	1.18e-03	3.21e-03	2.51e-03	4.10e-03	2.14e-02	4.52e-02
942	chr9	125397351	125397352	.	False	1.34e-01	6.86e-02	8.98e-02	3.02e-02	1.73e-01	1.69e-01	2.72e-01	7.10e-04	1.64e-03	1.30e-02	1.07e-02	8.51e-03	1.84e-02	6.20e-02
943	chr9	35893215	35893216	.	False	4.66e-03	5.13e-02	2.09e-02	3.43e-04	1.26e-02	1.36e-01	7.51e-01	1.87e-04	1.54e-03	1.05e-03	8.13e-04	4.36e-03	1.82e-03	6.46e-03
944	chr1	203013246	203013247	.	False	1.86e-03	7.05e-02	2.04e-02	3.51e-04	1.47e-02	1.37e-01	6.82e-01	1.66e-04	2.65e-03	2.09e-03	9.45e-04	8.34e-03	2.87e-03	8.29e-03
945	chr9	100265591	100265592	.	False	7.48e-03	3.43e-02	1.36e-02	2.71e-04	4.57e-03	1.14e-01	7.37e-01	1.02e-04	3.79e-04	3.89e-04	3.29e-04	4.22e-03	1.66e-03	5.83e-03
946	chr9	37659768	37659769	.	False	6.13e-02	8.56e-02	8.95e-02	1.81e-02	1.80e-01	1.10e-01	1.75e-01	1.56e-03	7.19e-03	3.28e-02	1.96e-02	8.86e-03	4.50e-02	7.07e-02
947	chr9	101225701	101225702	.	False	3.49e-02	9.31e-02	5.06e-02	2.29e-03	5.17e-02	2.36e-01	4.58e-01	3.30e-04	1.36e-03	1.63e-03	1.75e-03	3.54e-03	1.47e-02	2.85e-02
948	chr9	14751784	14751785	.	False	4.21e-03	7.32e-02	1.83e-02	6.24e-04	1.14e-02	1.33e-01	7.21e-01	2.23e-04	2.53e-03	1.65e-03	1.05e-03	7.00e-03	2.54e-03	7.38e-03
949	chr9	12221764	12221765	.	False	8.34e-02	1.28e-01	2.28e-02	1.22e-03	2.42e-03	6.28e-02	5.24e-01	1.44e-03	1.25e-02	1.63e-02	3.50e-03	8.22e-03	3.67e-02	4.42e-02
950	chr9	103319966	103319967	.	False	8.51e-02	5.07e-02	3.15e-02	5.30e-03	1.10e-02	1.00e-01	5.96e-01	1.07e-03	3.13e-03	1.14e-02	1.04e-02	1.06e-02	7.55e-03	3.38e-02
951	chr1	182156895	182156896	.	False	5.99e-04	5.07e-02	3.80e-03	2.79e-04	8.56e-03	1.74e-01	7.17e-01	1.81e-04	8.70e-04	2.50e-04	2.09e-04	4.00e-03	6.69e-04	1.46e-03
952	chr9	82847113	82847114	.	False	3.99e-04	1.31e-02	1.69e-03	1.19e-04	4.15e-03	1.57e-01	8.21e-01	1.16e-04	3.09e-04	9.26e-05	1.36e-04	1.41e-03	2.00e-04	2.98e-04
953	chr9	108316088	108316089	.	False	1.08e-02	1.16e-01	2.50e-02	2.86e-03	5.34e-02	2.31e-01	4.73e-01	1.16e-03	4.70e-03	4.30e-03	5.89e-03	7.36e-03	1.04e-02	1.43e-02
954	chr9	103631838	103631839	.	False	2.14e-03	4.38e-02	4.15e-03	2.20e-04	2.21e-03	8.19e-02	8.18e-01	4.07e-04	2.16e-03	5.97e-04	6.26e-04	4.29e-03	1.14e-03	2.42e-03
955	chr9	130419047	130419048	.	False	3.59e-02	3.73e-02	1.24e-01	2.21e-02	1.44e-01	8.60e-02	3.02e-01	4.32e-04	2.16e-03	1.92e-02	1.21e-02	9.78e-03	8.19e-03	4.58e-02
956	chr1	214021308	214021309	.	False	3.41e-03	6.67e-02	1.76e-02	5.07e-04	2.18e-02	2.28e-01	5.67e-01	2.19e-04	1.44e-03	1.03e-03	4.26e-04	5.07e-03	6.66e-03	1.03e-02
957	chr9	76355535	76355536	.	False	1.22e-03	5.49e-02	7.79e-03	2.16e-04	7.79e-03	1.83e-01	6.95e-01	1.65e-04	1.06e-03	5.84e-04	5.80e-04	7.01e-03	1.25e-03	2.64e-03
958	chr9	134624761	134624762	.	False	1.48e-01	8.15e-02	1.06e-01	1.69e-02	8.91e-02	6.11e-02	1.10e-01	6.52e-04	2.80e-03	3.42e-02	9.65e-03	5.81e-03	1.07e-01	1.43e-01
959	chr1	205921431	205921432	.	False	9.27e-02	4.49e-02	1.57e-01	2.83e-02	1.37e-01	4.33e-02	1.36e-01	9.17e-04	3.72e-03	5.14e-02	1.93e-02	6.73e-03	5.92e-02	1.40e-01
960	chr9	113928639	113928640	.	False	6.25e-02	1.88e-01	3.52e-02	1.27e-03	9.09e-03	1.75e-01	4.52e-01	1.32e-03	6.90e-03	1.15e-02	3.42e-03	1.04e-02	3.11e-02	5.77e-02
961	chr9	97986559	97986560	.	False	2.86e-02	1.75e-01	4.69e-02	1.45e-03	1.14e-02	4.11e-02	3.28e-01	2.73e-03	5.26e-02	1.01e-01	1.25e-02	4.19e-02	2.97e-02	5.80e-02
962	chr9	75129831	75129832	.	False	4.23e-04	1.44e-02	1.40e-03	2.29e-04	2.84e-03	2.04e-01	7.80e-01	2.57e-04	6.29e-04	1.59e-04	2.23e-04	2.64e-03	2.00e-04	3.58e-04
963	chr9	110837631	110837632	.	False	1.10e-02	4.08e-02	2.62e-02	7.87e-04	1.89e-02	1.70e-01	6.48e-01	2.34e-04	6.93e-04	8.87e-04	6.78e-04	4.82e-03	4.04e-03	1.16e-02
964	chr9	116913519	116913520	.	False	5.78e-03	5.83e-02	2.40e-02	1.17e-03	4.74e-02	2.68e-01	5.29e-01	2.13e-04	8.21e-04	7.80e-04	5.37e-04	4.75e-03	4.17e-03	6.17e-03
965	chr9	79646630	79646631	.	False	4.95e-03	1.72e-01	5.97e-03	4.03e-04	2.76e-03	6.96e-02	6.99e-01	1.36e-03	2.54e-02	5.04e-03	1.98e-03	1.49e-02	4.23e-03	6.86e-03
966	chr9	21799528	21799529	.	False	1.17e-03	2.03e-02	3.19e-03	1.49e-04	2.77e-03	1.46e-01	8.00e-01	1.95e-04	4.75e-04	1.73e-04	1.49e-04	2.92e-03	6.15e-04	8.58e-04
967	chr9	124222602	124222603	.	False	1.17e-02	6.19e-02	1.51e-01	1.72e-02	2.76e-01	1.12e-01	2.34e-01	1.87e-04	2.61e-03	9.25e-03	7.78e-03	8.36e-03	1.74e-02	5.92e-02
968	chr9	107025073	107025074	.	False	2.32e-02	6.00e-02	2.78e-02	2.35e-03	3.19e-02	1.90e-01	5.10e-01	6.28e-04	3.16e-03	5.44e-03	2.90e-03	6.30e-03	1.38e-02	2.19e-02
969	chr9	114550014	114550015	.	False	5.44e-02	5.83e-02	8.39e-02	6.52e-03	1.20e-01	1.50e-01	2.76e-01	9.52e-04	1.93e-03	1.04e-02	8.69e-03	8.13e-03	1.91e-02	5.77e-02
970	chr9	35369990	35369991	.	False	1.46e-02	5.60e-02	6.63e-02	2.17e-03	6.86e-02	1.92e-01	5.17e-01	4.35e-04	1.33e-03	2.25e-03	1.70e-03	1.13e-02	9.37e-03	2.46e-02
971	chr9	37291191	37291192	.	False	1.41e-02	3.52e-02	9.21e-03	2.90e-04	2.49e-03	8.23e-02	7.35e-01	2.33e-03	5.22e-03	2.54e-03	3.06e-03	8.37e-03	2.30e-03	3.56e-03
972	chr9	4686188	4686189	.	False	1.36e-02	6.31e-02	2.72e-02	1.28e-03	8.55e-03	9.85e-02	7.05e-01	4.96e-04	2.71e-03	4.41e-03	2.76e-03	1.21e-02	4.06e-03	1.30e-02
973	chr9	98669549	98669550	.	False	9.56e-04	3.57e-02	4.74e-03	1.16e-03	5.77e-02	3.59e-01	5.10e-01	3.82e-04	1.19e-03	5.01e-04	7.92e-04	8.31e-03	6.46e-04	1.65e-03
974	chr1	203327467	203327468	.	False	9.43e-01	8.42e-04	6.12e-03	6.69e-02	5.68e-03	5.77e-03	6.96e-03	5.49e-01	6.20e-03	6.69e-02	2.10e-01	1.62e-02	1.45e-03	1.96e-03
975	chr9	132737826	132737827	.	False	1.08e-02	7.83e-02	1.81e-02	1.16e-03	9.59e-03	2.33e-01	5.74e-01	4.70e-04	2.68e-03	2.08e-03	2.14e-03	1.11e-02	3.11e-03	1.13e-02
976	chr9	105363008	105363009	.	False	1.50e-02	8.59e-02	1.79e-02	5.68e-04	7.11e-03	1.04e-01	6.61e-01	1.03e-03	6.97e-03	9.59e-03	3.73e-03	3.28e-02	4.54e-03	8.60e-03
977	chr9	12278416	12278417	.	False	2.21e-03	8.63e-02	1.44e-02	3.51e-04	6.48e-03	1.30e-01	6.58e-01	4.04e-04	2.50e-03	1.39e-03	5.60e-04	1.13e-02	2.58e-03	5.78e-03
978	chr1	180622933	180622934	.	False	1.11e-03	4.36e-02	1.40e-02	4.56e-04	1.92e-02	2.36e-01	6.68e-01	1.40e-04	6.74e-04	6.51e-04	4.47e-04	4.29e-03	2.01e-03	4.66e-03
979	chr9	130382950	130382951	.	False	8.06e-02	3.49e-02	2.30e-01	5.07e-02	2.19e-01	7.25e-02	1.81e-01	3.01e-04	1.21e-03	1.25e-02	1.05e-02	6.48e-03	2.54e-02	9.50e-02
980	chr9	25838512	25838513	.	False	2.91e-03	3.39e-02	6.17e-03	5.13e-04	8.47e-03	1.21e-01	7.13e-01	1.06e-03	5.75e-03	3.10e-03	1.45e-03	8.83e-03	8.92e-04	1.88e-03
981	chr9	77087320	77087321	.	False	1.24e-02	8.49e-02	3.11e-02	1.93e-03	6.36e-02	3.11e-01	4.00e-01	3.51e-04	1.41e-03	1.96e-03	1.90e-03	5.43e-03	6.08e-03	1.28e-02
982	chr1	173268912	173268913	.	False	7.05e-04	2.35e-02	2.12e-03	2.10e-04	3.81e-03	2.24e-01	7.31e-01	2.79e-04	1.01e-03	2.11e-04	4.82e-04	4.10e-03	3.29e-04	5.98e-04
983	chr1	171579809	171579810	.	False	2.73e-03	4.14e-02	7.89e-03	2.88e-04	7.40e-03	1.52e-01	7.49e-01	2.48e-04	1.27e-03	3.84e-04	4.99e-04	3.55e-03	7.42e-04	2.60e-03
984	chr9	78446854	78446855	.	False	1.16e-03	6.29e-02	9.56e-03	3.11e-04	1.39e-02	1.97e-01	6.98e-01	1.18e-04	6.80e-04	2.94e-04	2.83e-04	6.78e-03	1.78e-03	2.96e-03
985	chr1	212647861	212647862	.	False	1.17e-03	3.86e-02	3.44e-03	2.01e-04	5.24e-03	9.96e-02	7.93e-01	4.34e-04	3.71e-03	6.46e-04	6.13e-04	7.27e-03	3.97e-04	1.05e-03
986	chr9	110868365	110868366	.	False	3.09e-03	2.83e-02	1.30e-02	8.10e-04	2.33e-02	1.96e-01	6.63e-01	2.19e-04	1.04e-03	9.10e-04	9.81e-04	3.37e-03	1.54e-03	3.38e-03
987	chr9	74489236	74489237	.	False	5.68e-04	1.53e-02	1.45e-03	1.30e-04	1.45e-03	1.45e-01	7.85e-01	3.57e-04	7.85e-04	1.52e-04	3.47e-04	5.76e-03	1.63e-04	3.45e-04
988	chr1	204643258	204643259	.	False	3.64e-03	6.82e-02	4.23e-02	3.83e-03	1.95e-01	2.50e-01	3.65e-01	1.94e-04	1.68e-03	2.67e-03	2.12e-03	5.73e-03	7.50e-03	1.60e-02
989	chr9	72210941	72210942	.	False	6.21e-03	7.14e-02	2.44e-02	3.08e-04	6.86e-03	9.40e-02	6.52e-01	3.47e-04	3.32e-03	1.28e-03	1.02e-03	4.88e-03	3.63e-03	9.20e-03
990	chr9	9644403	9644404	.	False	3.11e-03	5.37e-02	1.53e-02	7.75e-04	2.34e-02	2.51e-01	6.20e-01	1.53e-04	7.56e-04	4.92e-04	5.07e-04	3.25e-03	3.29e-03	5.88e-03
991	chr9	108157103	108157104	.	False	8.86e-04	5.15e-02	5.74e-03	1.88e-04	1.10e-02	2.43e-01	7.19e-01	1.35e-04	9.69e-04	2.25e-04	2.75e-04	2.10e-03	8.54e-04	2.27e-03
992	chr9	105096609	105096610	.	False	1.76e-03	4.43e-02	1.65e-02	3.02e-04	2.42e-02	2.34e-01	6.65e-01	8.47e-05	4.28e-04	2.85e-04	3.52e-04	4.38e-03	1.23e-03	4.04e-03
993	chr9	26423482	26423483	.	False	5.83e-04	4.75e-02	6.92e-03	6.67e-04	3.89e-02	2.12e-01	6.05e-01	1.70e-04	1.26e-03	5.27e-04	4.60e-04	4.33e-03	8.61e-04	2.46e-03
994	chr1	178519636	178519637	.	False	1.66e-04	8.45e-03	9.15e-04	8.70e-05	4.77e-03	2.59e-01	7.40e-01	1.43e-04	2.31e-04	4.12e-05	9.02e-05	1.54e-03	1.34e-04	1.58e-04
995	chr1	174191459	174191460	.	False	7.25e-02	1.98e-01	3.78e-02	8.16e-04	3.16e-03	5.50e-02	4.15e-01	3.79e-03	2.72e-02	3.32e-02	7.48e-03	2.10e-02	2.95e-02	4.14e-02
996	chr1	214044425	214044426	.	False	6.64e-02	7.93e-02	7.71e-02	3.46e-03	3.04e-02	1.71e-01	4.81e-01	8.96e-04	2.66e-03	5.56e-03	2.61e-03	1.31e-02	1.42e-02	3.91e-02
997	chr1	184507830	184507831	.	False	3.77e-02	1.08e-01	2.31e-02	8.84e-04	5.60e-03	1.06e-01	5.09e-01	2.66e-03	1.01e-02	7.05e-03	3.80e-03	1.41e-02	1.07e-02	1.98e-02
998	chr1	186969135	186969136	.	False	2.05e-04	4.46e-03	3.27e-04	1.19e-04	1.14e-03	1.96e-01	8.11e-01	2.55e-04	3.66e-04	2.87e-05	2.15e-04	1.79e-03	7.33e-05	7.92e-05
999	chr9	26217098	26217099	.	False	1.27e-03	5.41e-02	6.93e-03	4.63e-04	1.40e-02	2.05e-01	7.05e-01	2.13e-04	1.73e-03	8.03e-04	6.63e-04	3.18e-03	1.99e-03	2.48e-03
1000	chr9	114954330	114954331	.	False	3.17e-01	1.18e-01	8.24e-02	2.23e-03	1.29e-02	7.92e-02	2.57e-01	2.05e-03	7.28e-03	5.84e-02	1.07e-02	1.98e-02	7.76e-02	9.78e-02
1001	chr9	101663017	101663018	.	False	1.29e-03	2.36e-02	5.61e-03	4.12e-04	8.59e-03	1.70e-01	7.58e-01	1.59e-04	5.18e-04	3.29e-04	3.45e-04	2.22e-03	7.21e-04	1.69e-03
1002	chr9	79689165	79689166	.	False	2.17e-03	2.33e-02	5.72e-03	2.62e-04	8.66e-03	1.59e-01	7.19e-01	2.24e-04	6.06e-04	3.69e-04	3.78e-04	2.73e-03	9.27e-04	1.51e-03
1003	chr9	74890199	74890200	.	False	1.09e-02	1.60e-01	2.37e-02	6.91e-04	1.66e-02	1.59e-01	4.92e-01	8.45e-04	6.65e-03	5.08e-03	3.28e-03	1.62e-02	9.50e-03	1.73e-02
1004	chr9	103596985	103596986	.	False	3.70e-04	2.67e-02	1.21e-03	7.56e-05	8.74e-04	6.78e-02	9.12e-01	1.27e-04	7.57e-04	7.64e-05	1.97e-04	2.34e-03	1.94e-04	4.70e-04
1005	chr9	248095	248096	.	False	8.08e-03	6.35e-02	1.81e-02	1.04e-03	2.26e-02	2.54e-01	6.06e-01	1.55e-04	1.10e-03	8.70e-04	7.02e-04	3.79e-03	4.37e-03	1.04e-02
1006	chr9	35549880	35549881	.	False	2.50e-03	1.22e-01	1.83e-02	3.33e-04	1.64e-02	1.29e-01	6.00e-01	2.86e-04	4.30e-03	3.36e-03	1.54e-03	1.29e-02	7.20e-03	1.12e-02
1007	chr9	42620590	42620591	.	False	8.14e-04	2.07e-02	2.17e-03	5.02e-04	9.48e-03	2.15e-01	6.90e-01	8.75e-04	2.24e-03	6.92e-04	1.54e-03	8.12e-03	1.99e-04	7.19e-04
1008	chr1	215288904	215288905	.	False	3.60e-03	4.23e-02	1.19e-02	7.81e-04	2.40e-02	2.49e-01	6.14e-01	2.82e-04	1.47e-03	1.31e-03	1.02e-03	3.48e-03	2.10e-03	4.28e-03
1009	chr9	80357504	80357505	.	False	8.03e-03	1.30e-02	1.07e-01	7.89e-04	8.17e-02	1.95e-01	5.15e-01	2.32e-04	2.86e-04	3.12e-04	1.19e-03	1.74e-02	8.27e-04	6.16e-03
1010	chr1	209066676	209066677	.	False	7.74e-04	3.93e-02	5.60e-03	2.34e-04	8.43e-03	1.45e-01	7.72e-01	1.84e-04	1.16e-03	5.13e-04	4.47e-04	4.96e-03	6.61e-04	1.82e-03
1011	chr13	46270451	46270452	.	False	1.44e-02	1.06e-01	6.37e-02	1.24e-03	2.55e-02	1.17e-01	5.30e-01	4.55e-04	5.15e-03	8.96e-03	4.67e-03	1.70e-02	1.65e-02	3.74e-02
1012	chr1	186099541	186099542	.	False	1.65e-03	2.15e-02	6.58e-03	3.94e-04	1.77e-02	2.31e-01	6.64e-01	2.10e-04	6.54e-04	3.74e-04	5.61e-04	2.63e-03	8.21e-04	1.26e-03
1013	chr9	16862704	16862705	.	False	8.85e-03	6.98e-02	2.30e-02	7.67e-04	9.73e-03	1.17e-01	6.25e-01	4.09e-04	3.47e-03	3.39e-03	2.08e-03	1.40e-02	3.26e-03	1.20e-02
1014	chr1	181108210	181108211	.	False	6.19e-02	1.26e-01	7.63e-02	1.50e-02	1.05e-01	9.43e-02	1.85e-01	1.54e-03	1.92e-02	8.64e-02	1.20e-02	1.79e-02	7.34e-02	9.64e-02
1015	chr9	3263268	3263269	.	False	1.42e-02	6.91e-02	1.54e-02	4.46e-03	3.05e-02	1.12e-01	3.96e-01	4.03e-03	3.17e-02	1.53e-02	5.57e-03	1.72e-02	4.04e-03	6.21e-03
1016	chr9	16521118	16521119	.	False	6.29e-03	7.11e-02	1.30e-02	1.27e-03	1.52e-02	1.72e-01	5.67e-01	1.27e-03	1.24e-02	1.55e-02	4.34e-03	2.68e-02	4.66e-03	7.52e-03
1017	chr9	104311412	104311413	.	False	4.18e-04	7.20e-03	3.76e-03	1.35e-04	1.19e-02	2.42e-01	6.92e-01	6.57e-05	1.22e-04	7.67e-05	1.87e-04	1.47e-03	1.48e-04	2.91e-04
1018	chr9	2472108	2472109	.	False	3.49e-03	4.25e-02	1.52e-02	3.55e-04	1.22e-02	1.42e-01	7.16e-01	1.86e-04	8.61e-04	1.26e-03	5.16e-04	5.73e-03	2.58e-03	5.50e-03
1019	chr1	213543009	213543010	.	False	9.58e-03	6.77e-02	6.04e-02	2.48e-03	6.72e-02	1.53e-01	5.06e-01	2.49e-04	1.70e-03	3.26e-03	2.19e-03	7.11e-03	6.12e-03	1.82e-02
1020	chr9	13529741	13529742	.	False	3.04e-01	1.35e-01	5.98e-02	3.92e-03	1.57e-02	6.64e-02	1.64e-01	5.73e-03	1.85e-02	2.06e-01	7.95e-03	1.18e-02	1.00e-01	1.42e-01
1021	chr1	174700764	174700765	.	False	1.00e-03	9.88e-02	3.75e-03	2.26e-04	4.59e-03	7.70e-02	6.92e-01	4.17e-04	1.05e-02	2.04e-03	7.48e-04	1.24e-02	9.75e-04	2.66e-03
1022	chr9	119545458	119545459	.	False	1.53e-02	8.20e-02	8.15e-02	6.07e-03	1.12e-01	1.95e-01	3.97e-01	3.28e-04	2.02e-03	4.81e-03	2.55e-03	5.68e-03	1.27e-02	2.82e-02
1023	chr9	14078641	14078642	.	False	3.15e-03	6.70e-02	2.71e-02	1.22e-03	4.35e-02	1.95e-01	6.15e-01	2.64e-04	1.52e-03	1.40e-03	1.26e-03	1.48e-02	3.69e-03	9.33e-03
1024	chr9	125769045	125769046	.	False	1.61e-01	2.02e-01	5.49e-02	1.07e-03	6.96e-03	4.33e-02	2.99e-01	4.17e-03	3.10e-02	2.11e-02	1.26e-02	3.39e-02	2.24e-02	5.63e-02
1025	chr1	175392249	175392250	.	False	7.35e-03	3.85e-02	1.88e-02	2.43e-03	3.61e-02	1.90e-01	5.78e-01	4.34e-04	2.23e-03	4.30e-03	2.08e-03	4.71e-03	4.48e-03	8.51e-03
1026	chr9	16200327	16200328	.	False	1.03e-03	3.74e-02	8.67e-03	1.78e-04	1.16e-02	1.91e-01	7.24e-01	8.91e-05	4.80e-04	3.28e-04	2.39e-04	6.27e-03	1.30e-03	2.51e-03
1027	chr9	107201815	107201816	.	False	2.79e-03	6.02e-02	8.64e-03	2.48e-04	8.00e-03	1.41e-01	7.53e-01	3.18e-04	1.41e-03	6.15e-04	4.99e-04	5.72e-03	2.02e-03	3.30e-03
1028	chr1	174837280	174837281	.	False	1.26e-03	4.62e-02	6.48e-03	1.88e-04	7.47e-03	1.83e-01	6.76e-01	1.59e-04	6.58e-04	2.17e-04	2.33e-04	5.58e-03	1.18e-03	2.11e-03
1029	chr1	207442182	207442183	.	False	1.31e-03	3.66e-02	5.90e-03	2.84e-04	6.63e-03	1.72e-01	7.55e-01	2.53e-04	1.00e-03	2.95e-04	3.37e-04	4.96e-03	8.52e-04	1.91e-03
1030	chr9	101310425	101310426	.	False	3.16e-03	4.23e-02	2.06e-02	1.36e-03	5.76e-02	2.59e-01	5.45e-01	1.36e-04	6.29e-04	7.93e-04	6.85e-04	3.12e-03	4.15e-03	6.84e-03
1031	chr1	172789803	172789804	.	False	3.36e-03	7.69e-02	1.96e-02	8.60e-04	2.87e-02	1.85e-01	5.91e-01	2.88e-04	2.75e-03	2.06e-03	1.17e-03	5.77e-03	4.47e-03	8.94e-03
1032	chr9	10907027	10907028	.	False	6.07e-04	5.21e-02	2.27e-03	1.26e-04	2.22e-03	6.78e-02	8.25e-01	3.55e-04	3.07e-03	4.25e-04	3.69e-04	5.20e-03	3.79e-04	8.84e-04
1033	chr9	114624064	114624065	.	False	1.80e-03	3.55e-02	3.40e-02	1.62e-03	1.15e-01	3.13e-01	4.61e-01	1.61e-04	6.01e-04	5.64e-04	7.28e-04	6.07e-03	2.21e-03	5.81e-03
1034	chr9	19815864	19815865	.	False	1.46e-03	6.72e-02	4.87e-03	4.48e-04	1.02e-02	1.65e-01	6.40e-01	1.05e-03	4.77e-03	1.29e-03	1.07e-03	1.23e-02	8.97e-04	1.99e-03
1035	chr9	134275715	134275716	.	False	1.21e-01	1.28e-02	7.19e-02	2.63e-01	2.26e-01	1.24e-02	3.94e-02	4.21e-03	8.99e-03	2.00e-01	4.94e-02	1.14e-02	2.18e-02	3.89e-02
1036	chr9	97486176	97486177	.	False	1.29e-02	5.75e-02	3.72e-02	9.67e-04	2.54e-02	1.78e-01	6.48e-01	3.20e-04	9.59e-04	1.49e-03	1.16e-03	1.63e-02	3.39e-03	1.57e-02
1037	chr9	122793173	122793174	.	False	1.46e-02	9.03e-02	5.90e-02	3.31e-03	6.56e-02	2.25e-01	3.20e-01	7.69e-04	3.77e-03	8.98e-03	3.97e-03	1.55e-02	2.70e-02	3.88e-02
1038	chr9	130701123	130701124	.	False	7.70e-01	8.21e-02	2.67e-01	2.53e-02	2.22e-02	2.79e-02	4.90e-02	2.21e-03	4.01e-03	1.07e-01	5.36e-02	1.30e-02	4.24e-01	4.96e-01
1039	chr1	174899439	174899440	.	False	1.03e-03	3.12e-02	4.70e-03	5.49e-04	1.17e-02	2.29e-01	7.22e-01	2.74e-04	9.57e-04	5.94e-04	3.79e-04	2.82e-03	1.23e-03	1.47e-03
1040	chr1	215253825	215253826	.	False	3.49e-03	3.18e-02	5.05e-03	3.10e-04	3.83e-03	1.26e-01	7.60e-01	5.90e-04	2.66e-03	1.21e-03	5.97e-04	4.56e-03	1.06e-03	1.59e-03
1041	chr9	18858728	18858729	.	False	2.02e-02	6.51e-02	4.78e-02	5.60e-03	8.64e-02	2.20e-01	4.74e-01	3.97e-04	1.88e-03	3.99e-03	2.53e-03	6.92e-03	6.61e-03	1.98e-02
1042	chr9	102558851	102558852	.	False	8.24e-04	3.24e-02	1.97e-03	2.28e-04	4.40e-03	9.54e-02	8.28e-01	4.85e-04	3.13e-03	4.32e-04	7.38e-04	4.76e-03	3.32e-04	8.56e-04
1043	chr1	204384733	204384734	.	False	1.16e-01	1.01e-01	9.00e-02	7.42e-03	1.17e-01	1.93e-01	2.41e-01	5.37e-04	2.30e-03	1.72e-02	8.27e-03	6.07e-03	4.42e-02	7.74e-02
1044	chr9	17416076	17416077	.	False	2.12e-03	8.43e-02	3.53e-03	2.37e-04	2.59e-03	4.55e-02	7.43e-01	8.07e-04	8.40e-03	1.23e-03	1.15e-03	9.18e-03	8.51e-04	2.36e-03
1045	chr9	123798541	123798542	.	False	1.30e-03	3.99e-02	3.50e-03	2.27e-04	3.94e-03	1.05e-01	8.16e-01	3.22e-04	1.50e-03	3.21e-04	4.23e-04	3.09e-03	5.72e-04	1.41e-03
